3.298508757958392712e-01 3.201542310850883921e-01 3.499948931190724477e-01
6.625134350712920117e-01 9.009963685273927880e-02 2.473869280759687095e-01
5.589831017681377023e-01 2.275033134524998557e-01 2.135135847793623864e-01
1.300383127350002721e-01 5.764662321241931231e-01 2.934954551408066048e-01
5.393136878928350697e-01 2.743362793711514036e-01 1.863500327360135822e-01
6.685045365731535627e-01 2.826995121691645574e-01 4.879595125768202563e-02
2.918114375136651728e-01 3.580650098565681394e-01 3.501235526297667433e-01
2.492471170743418285e-01 2.553625168299694104e-01 4.953903660956887611e-01
2.659294184396759353e-01 3.731529438732783532e-01 3.609176376870457115e-01
2.366892140495426011e-01 3.288872170221260327e-01 4.344235689283312829e-01
1.134030733389727041e-01 5.527040674353147498e-01 3.338928592257126571e-01
1.557770847385849811e-01 4.483249189715857730e-01 3.958979962898292460e-01
1.716404365896220252e-01 6.000776286512959912e-01 2.282819347590818726e-01
3.385332554026774243e-01 6.201360433234036629e-01 4.133070127391880871e-02
2.385867889934471797e-01 6.476437700704625877e-01 1.137694409360901771e-01
2.697825288626213847e-01 1.205573606227610534e-01 6.096601105146175481e-01
5.674360507823889010e-02 5.444289616489058625e-01 3.988274332728552474e-01
1.418419678342991430e-01 4.170521971678802231e-01 4.411058349978205229e-01
4.275411220556955549e-01 4.159051487685799242e-01 1.565537291757244653e-01
2.799989728596919969e-01 2.053126827195602203e-02 6.994697588683520539e-01
4.068127629398420875e-01 4.470989591689663450e-02 5.484773411432612988e-01
2.048227182672223701e-01 3.202347605775361372e-01 4.749425211552414372e-01
6.072321573886626384e-02 5.619685422131864838e-01 3.773082420479472732e-01
4.328494550499342175e-01 4.582328836170024289e-01 1.089176613330633953e-01
5.564599244536022615e-01 1.538512037801214594e-01 2.896888717662761681e-01
1.240281065618824979e-02 4.762204464196439502e-01 5.113767429241677931e-01
4.405007757090040332e-01 4.041518989651266547e-01 1.553473253258693398e-01
5.419951837102753717e-02 4.404207556978957383e-01 5.053797259310766066e-01
2.284313379967102819e-01 1.750679785115662190e-01 5.965006834917235823e-01
3.723292874188280921e-01 4.211171981910327711e-01 2.065535143901391091e-01
5.053380387136325869e-01 2.579603291562661965e-02 4.688659283707408698e-01
1.379631789763859084e-01 5.476069444060078784e-01 3.144298766176062410e-01
2.598821083135693932e-01 4.927168711678426294e-01 2.474010205185880051e-01
9.879539731764246102e-02 3.237461761034263752e-01 5.774584265789310944e-01
5.355288393759886079e-01 3.855528472018980857e-01 7.891831342211333422e-02
5.441023825574244910e-01 1.126790950234801275e-01 3.432185224190954509e-01
1.413219558663137143e-01 6.765168272016002238e-01 1.821612169320862284e-01
3.303131517007372175e-01 2.925551261655252033e-01 3.771317221337376346e-01
3.138797194831633997e-01 7.072850130751645592e-02 6.153917792093203110e-01
3.292304696857733526e-01 5.079690060131634155e-01 1.628005243010631764e-01
4.271095811574877055e-01 1.948819948313804673e-01 3.780084240111319938e-01
5.241445484288588252e-01 4.723137991498137511e-01 3.541652421327459634e-03
2.377134350231502047e-01 2.947153879109510322e-01 4.675711770658987909e-01
3.909551921738874669e-01 1.870235885344987137e-01 4.220212192916139027e-01
1.775621364131079183e-01 3.436372501278928682e-01 4.788006134589991025e-01
6.087211172435023077e-01 3.125955752338540616e-01 7.868330752264371397e-02
1.079262412981360775e-01 6.488404438840142952e-01 2.432333148178496274e-01
1.791924768092353348e-01 3.983067660806455801e-01 4.225007571101190851e-01
6.335328986106737448e-01 1.198008955932036296e-01 2.466662057961226118e-01
3.476280912828761793e-03 6.200701786617387468e-01 3.764535404254322759e-01
3.415225953166824424e-01 4.757158144683971690e-01 1.827615902149203331e-01
1.487181160113550116e-01 1.671337101619885523e-01 6.841481738266564916e-01
3.699141394687391338e-02 5.223623159246474357e-01 4.406462701284785677e-01
1.630409273575325266e-02 4.999572810156253100e-01 4.837386262486215172e-01
1.540894073753594773e-01 5.682721830841260813e-01 2.776384095405144969e-01
1.492493480648903470e-01 6.250780756824437789e-01 2.256725762526657075e-01
2.776072172406612859e-01 2.301642928294285462e-01 4.922284899299101402e-01
3.165208319089200528e-01 2.385677289305723758e-01 4.449114391605075158e-01
5.164777923195696951e-01 1.799884617885481874e-01 3.035337458918822007e-01
3.626565004739376041e-01 1.573955536793529217e-02 6.216039441581271419e-01
6.040298506660392031e-01 3.764643318565309982e-01 1.950581747742969121e-02
2.983369986587310896e-01 5.526884547756442251e-02 6.463941558637044116e-01
6.121247017232310794e-01 2.165262035549893327e-01 1.713490947217796156e-01
3.320277163878230242e-01 3.498032033277067576e-01 3.181690802844703847e-01
4.449786075685275843e-01 4.497365455133632284e-01 1.052848469181091873e-01
4.754200572792602331e-01 9.625978163693069134e-02 4.283201610838090478e-01
3.675408309776930227e-01 1.022497117270658173e-01 5.302094572952411600e-01
1.549710701633212617e-01 3.143518863775934813e-01 5.306770434590853958e-01
5.324705092747147317e-01 3.464407182083294456e-01 1.210887725169557672e-01
3.841856938203183636e-01 8.923373682725592448e-02 5.265805693524256981e-01
