1.953536440993807743e-01 5.032084620507872724e-02 1.148893434248380585e-01 2.144500466734380884e-02 7.912511353807592795e-02 1.248854122622629764e-01 4.139806358030196365e-01
5.456602572410416963e-02 1.016686310501664775e-01 2.588790884411535376e-01 1.614657144524768440e-01 1.736819065271969775e-01 1.035136771888335999e-01 1.462249566160684355e-01
1.210680683899665634e-02 3.225222555579658201e-01 2.151711544609365423e-01 6.550250499210825972e-02 1.700475305139010629e-01 4.119698913195155021e-02 1.734527585041402420e-01
5.881454026133701475e-03 2.481319300150061982e-03 2.875899186073832894e-02 3.891903425466484712e-01 3.362773224401045535e-01 1.440977218503587953e-01 9.331284797586594792e-02
5.696250987236285424e-01 1.880388087292235721e-01 3.854523819480832041e-03 5.501287130128443281e-02 5.690177135986700802e-02 9.317611273990987486e-02 3.339081332660574081e-02
9.311364383115125487e-03 2.078041792965380774e-01 2.852528627194637623e-01 1.666694386884747803e-01 1.633451365876038008e-01 4.646149673619837106e-02 1.211555215886060272e-01
2.857978543139085351e-02 1.222895717213375727e-01 2.928529730088609909e-02 1.627669003532057623e-01 4.677074538018413108e-01 1.427168200641381127e-02 1.750993093849245452e-01
1.643108644167665944e-01 1.903475784241452085e-01 7.575313118443673110e-02 2.083074747805115090e-01 3.779820521448773452e-02 3.219427806042538531e-01 1.539965375398471550e-03
5.787235322781488639e-02 3.561928643874145983e-01 1.875982734988970446e-01 2.299342741555688019e-01 6.163230686101920514e-02 1.052984239582805681e-01 1.471503911004840232e-03
2.260212143913680471e-01 2.394734449376577368e-02 1.748880138499497028e-01 1.289792693453621630e-01 2.518918620976653422e-01 1.047581152955388978e-01 8.951418052635003175e-02
3.777881286862314753e-02 7.768839003442848390e-02 2.508160413632027352e-01 8.131272518800213012e-02 1.969766008644343869e-01 2.142779991918267180e-01 1.411494304894825025e-01
9.539306433874432389e-02 1.808341935972746506e-01 1.889190074258577656e-01 1.048398528698317733e-01 2.900210598521975047e-01 6.537957993083581831e-02 7.461324198525823292e-02
3.436116323181611643e-01 2.177640336691852307e-02 2.940617067921138519e-04 4.183687943737322140e-02 3.814076098906011292e-01 1.679983410347740402e-01 4.307507224537997920e-02
1.774611661422958730e-01 7.912364728584106444e-02 2.019727318806355532e-01 6.290975449932484365e-02 1.530869323549228535e-02 6.818847462288185612e-02 3.950355323335283386e-01
5.273611899800193514e-01 4.704167195475357499e-02 2.712845686134047335e-02 1.571913982698246726e-01 6.124530982279477800e-03 3.241246737722830451e-02 2.027402845745542304e-01
2.864403826145918430e-02 3.204993367559343803e-02 1.977421738190677236e-01 3.286417090272714114e-01 1.567281567879804383e-01 7.531753848606391466e-02 1.808764499425639660e-01
2.062931183229266552e-01 2.492874891667175644e-02 1.577035280015311736e-01 1.159201661138947598e-01 7.522724918377662884e-02 3.484598648281854172e-01 7.146732463301361249e-02
7.079156972532382741e-02 6.255893949265949050e-02 3.449319570393513668e-02 5.585104049331158366e-02 1.346586421099911224e-01 5.097885549904219715e-01 1.318580574843569997e-01
2.118031092327641030e-01 2.908974064727680182e-03 4.069137233382400520e-01 2.885885730802063495e-02 1.339612628918857573e-01 1.240521497517848432e-01 9.150192341257683271e-02
4.184943947792356400e-02 1.072766578089833500e-01 3.879500473913850001e-01 7.581095063904209896e-02 1.055812086221895318e-01 6.088804343085773424e-02 2.206436526296187417e-01
9.489101121375995151e-02 6.172694968074134980e-01 1.416874537910144984e-02 3.617474907364914144e-02 5.970500282087302241e-02 8.199497870206073902e-02 9.579601600314223420e-02
4.358719055505716825e-03 3.416581428518343788e-01 1.422253519582387382e-01 2.260720312813837424e-02 2.368289453557525376e-02 2.552950871835953928e-01 2.101726012871118765e-01
1.115130559203359427e-02 1.102125989110247228e-01 1.322241294553180291e-01 5.707172867619963313e-02 6.563323668859979976e-02 5.151784914410716398e-01 1.085285092357526487e-01
6.526524599793670500e-02 4.471936457550301086e-02 1.077177935120324503e-01 2.667573779957602698e-01 3.924527268714855244e-01 4.470689673235666434e-02 7.838059431492541695e-02
2.302400666641429006e-01 6.340362671974808691e-03 7.286353289956172541e-02 2.747586108589174583e-02 2.340178552783867827e-01 1.290901645344450510e-01 2.999721568655969173e-01
2.035180602709461828e-01 1.588422216760353861e-02 7.335614739301053733e-02 3.911613492499875222e-01 1.181330594434601283e-01 1.051264859736706081e-01 9.282067550132130918e-02
1.566011814594108278e-02 7.643384110261708386e-02 8.504803077292344415e-02 2.275468932020978663e-01 1.312231142180647070e-01 1.815712297447482637e-01 2.825167728136075418e-01
1.137896497503171483e-01 3.779413645551563117e-01 5.810591643898976172e-03 7.767845416570268169e-02 1.842383060861563790e-03 2.963417453864776174e-01 1.265958114375856924e-01
2.961387992692912467e-03 1.788261213636789804e-01 3.022227192707262478e-01 6.968725277859619260e-02 3.132238465646727810e-01 1.105588831136604250e-01 2.251978891597243224e-02
2.822437901619766487e-01 1.214666944977686736e-01 1.060747789934008700e-01 1.262718591399117074e-01 1.326781503708925058e-02 9.099779490295717421e-02 2.596772672668957727e-01
